Member_number,Date,itemDescription
1220,9/2/2015,
4236,25-11-2015,
3308,19-08-2015,
1183,12/6/2015,
1999,24-08-2015,
4828,11/10/2015,
3608,12/10/2015,
3983,9/9/2015,
3460,24-07-2015,
1703,21-02-2015,
3002,13-08-2015,
4836,17-08-2015,
1561,5/6/2015,
4731,4/4/2015,
3812,13-11-2015,
2097,1/10/2015,
4986,28-01-2015,
4742,15-11-2015,
2502,15-04-2015,
1135,10/7/2015,
2403,14-02-2015,
4234,17-07-2015,
4068,11/12/2015,
2311,30-06-2015,
1353,21-01-2015,
3251,5/7/2015,
1748,8/3/2015,
1638,12/3/2015,
2170,10/2/2015,
3903,6/2/2015,
1245,27-06-2015,
3237,28-06-2015,
1808,21-07-2015,
2552,5/1/2015,
2300,19-09-2015,
1187,12/12/2015,
3037,1/2/2015,
4941,14-02-2015,
4501,8/5/2015,
3803,23-12-2015,
2762,20-03-2015,
4119,12/2/2015,
1340,24-02-2015,
2193,14-04-2015,
1997,21-07-2015,
4546,3/9/2015,
4736,21-07-2015,
1959,30-03-2015,
1974,3/5/2015,
2421,2/9/2015,
1513,3/8/2015,
1905,7/7/2015,
2810,8/9/2015,
2867,12/11/2015,
3962,18-09-2015,
1088,30-11-2015,
4976,17-07-2015,
4056,12/6/2015,
3611,13-02-2015,
1420,14-01-2015,
4286,8/3/2015,
4918,27-01-2015,
4783,22-10-2015,
3709,26-10-2015,
4289,8/10/2015,
1559,3/10/2015,
2900,11/4/2015,
1905,21-02-2015,
3527,29-09-2015,
1495,9/1/2015,
3558,3/4/2015,
3128,20-04-2015,
1863,4/8/2015,
3841,19-07-2015,
3903,6/10/2015,
2658,16-10-2015,
4272,6/6/2015,
1120,26-09-2015,
2676,15-08-2015,
1697,21-05-2015,
2507,25-08-2015,
4620,11/3/2015,
3365,1/2/2015,
2978,5/6/2015,
2910,28-07-2015,
1061,5/9/2015,
3276,3/4/2015,
1326,19-06-2015,
3023,28-07-2015,
2185,11/10/2015,
3552,16-06-2015,
1967,20-01-2015,
4708,20-03-2015,
2874,15-02-2015,
4177,13-04-2015,
1663,7/2/2015,
2632,2/3/2015,
1377,14-03-2015,
4162,22-12-2015,
2270,1/7/2015,
4829,3/11/2015,
3811,14-04-2015,
4766,29-09-2015,
2436,12/4/2015,
3860,5/5/2015,
4875,12/5/2015,
1587,1/7/2015,
4038,8/7/2015,
4750,21-09-2015,
1199,10/12/2015,
1603,30-09-2015,
3111,31-01-2015,
3894,13-12-2015,
1456,18-09-2015,
2022,4/3/2015,
2443,12/1/2015,
4911,7/1/2015,
3835,16-09-2015,
2363,22-05-2015,
2344,19-04-2015,
3911,15-02-2015,
1450,8/7/2015,
3495,18-11-2015,
1625,27-11-2015,
3265,9/12/2015,
3247,1/11/2015,
1777,8/7/2015,
1862,5/9/2015,
2942,1/2/2015,
2932,22-01-2015,
4049,1/8/2015,
1954,6/8/2015,
2321,16-06-2015,
2930,23-03-2015,
3214,27-03-2015,
4877,20-06-2015,
1277,7/6/2015,
2239,13-12-2015,
4929,26-03-2015,
1390,2/3/2015,
1870,9/9/2015,
3405,3/4/2015,
2338,8/12/2015,
2051,11/9/2015,
3504,6/7/2015,
3405,13-04-2015,
2512,2/9/2015,
4038,6/11/2015,
1759,26-09-2015,
2813,1/10/2015,
3055,18-08-2015,
1733,18-03-2015,
1913,18-08-2015,
4864,27-03-2015,
4812,27-05-2015,
3042,5/10/2015,
4988,4/10/2015,
4486,21-07-2015,
4069,3/5/2015,
4600,14-07-2015,
3588,5/5/2015,
4175,29-01-2015,
2599,30-07-2015,
4671,15-07-2015,
2270,9/6/2015,
2494,5/5/2015,
1406,28-12-2015,
3910,18-12-2015,
3358,21-02-2015,
1943,14-01-2015,
1995,12/6/2015,
4666,24-02-2015,
1994,11/3/2015,
4892,9/1/2015,
3531,29-08-2015,
1148,15-04-2015,
1787,31-10-2015,
4215,31-05-2015,
2158,1/8/2015,
2510,29-09-2015,
3180,19-10-2015,
3207,8/8/2015,
1226,12/11/2015,
1682,25-06-2015,
1509,4/11/2015,
2364,21-06-2015,
4679,10/11/2015,
4324,5/1/2015,
3497,14-06-2015,
1008,21-07-2015,
4572,29-10-2015,
4030,4/7/2015,
2422,12/8/2015,
2694,24-11-2015,
3481,3/8/2015,
3821,3/1/2015,
3752,20-08-2015,
3262,8/12/2015,
1370,28-06-2015,
1090,31-08-2015,
3862,18-11-2015,
4495,8/4/2015,
2492,1/11/2015,
4688,1/8/2015,
3633,14-07-2015,
3709,8/8/2015,
1220,9/2/2015,
4236,25-11-2015,
3308,19-08-2015,
1183,12/6/2015,
1999,24-08-2015,
4828,11/10/2015,
3608,12/10/2015,
3983,9/9/2015,
3460,24-07-2015,
1703,21-02-2015,
3002,13-08-2015,
4836,17-08-2015,
1561,5/6/2015,
4731,4/4/2015,
3812,13-11-2015,
2097,1/10/2015,
4986,28-01-2015,
4742,15-11-2015,
2502,15-04-2015,
1135,10/7/2015,
2403,14-02-2015,
4234,17-07-2015,
4068,11/12/2015,
2311,30-06-2015,
1353,21-01-2015,
3251,5/7/2015,
1748,8/3/2015,
1638,12/3/2015,
2170,10/2/2015,
3903,6/2/2015,
1245,27-06-2015,
3237,28-06-2015,
2843,12/10/2015,
3095,13-10-2015,
4076,22-05-2015,
1298,23-06-2015,
4591,13-06-2015,
3592,28-10-2015,
1305,23-05-2015,
4326,6/11/2015,
3189,3/2/2015,
1991,10/2/2015,
2091,2/8/2015,
3100,6/3/2015,
4984,26-04-2015,
4444,6/10/2015,
4678,17-12-2015,
1670,22-11-2015,
3214,14-01-2015,
2772,18-03-2015,
4343,21-12-2015,
4351,21-08-2015,
1598,2/3/2015,
4469,18-10-2015,
1788,5/12/2015,
3768,1/8/2015,
4661,1/3/2015,
3801,17-08-2015,
4109,4/10/2015,
2485,24-03-2015,
2365,11/6/2015,
2602,8/2/2015,
2391,5/12/2015,
3483,8/9/2015,
2512,31-01-2015,
2652,1/8/2015,
1777,3/12/2015,
4007,23-12-2015,
2653,17-04-2015,
2703,21-09-2015,
4322,14-11-2015,
2270,4/2/2015,
2306,9/10/2015,
1539,27-09-2015,
2517,12/12/2015,
3254,19-10-2015,
1711,21-03-2015,
2560,7/6/2015,
4891,6/10/2015,
1622,12/2/2015,
1028,2/6/2015,
1416,22-08-2015,
1037,16-12-2015,
4293,23-04-2015,
3054,9/4/2015,
4467,23-04-2015,
4811,2/11/2015,
4749,15-02-2015,
1825,21-11-2015,
4685,19-07-2015,
3621,14-07-2015,
3219,4/8/2015,
1444,29-12-2015,
1698,22-07-2015,
3328,15-04-2015,
3704,30-04-2015,
4124,9/9/2015,
4357,10/10/2015,
2073,30-04-2015,
4192,12/9/2015,
3890,26-10-2015,
3147,24-12-2015,
4550,30-01-2015,
3183,7/8/2015,
1878,17-10-2015,
2523,12/2/2015,
2227,20-06-2015,
2267,26-02-2015,
4806,27-10-2015,
2422,11/11/2015,
1164,30-03-2015,
3096,23-06-2015,
1821,21-05-2015,
2298,6/10/2015,
4515,10/5/2015,
3079,10/3/2015,
3352,13-06-2015,
1545,17-10-2015,
2999,3/8/2015,
1230,19-11-2015,
2578,25-01-2015,
4611,27-08-2015,
3575,24-01-2015,
2517,29-09-2015,
2471,19-03-2015,
2560,19-06-2015,
4492,14-06-2015,
1217,18-02-2015,
2950,10/10/2015,
4337,26-10-2015,
2599,27-01-2015,
2924,19-11-2015,
3734,5/9/2015,
3985,24-07-2015,
1823,11/11/2015,
1722,27-08-2015,
3818,29-03-2015,
4924,11/6/2015,
3194,3/5/2015,
2156,7/8/2015,
3182,5/5/2015,
2902,16-08-2015,
3450,24-12-2015,
4262,11/9/2015,
1276,28-08-2015,
2184,23-01-2015,
1670,30-06-2015,
1198,31-01-2015,
1858,25-01-2015,
1404,16-01-2015,
2899,9/11/2015,
2057,13-11-2015,
2799,27-02-2015,
4913,1/8/2015,
2413,26-06-2015,
4819,20-09-2015,
3014,15-07-2015,
1419,7/4/2015,
2589,29-04-2015,
3648,2/6/2015,
1349,13-12-2015,
2706,3/10/2015,
1144,16-01-2015,
1275,7/5/2015,
1851,11/7/2015,
2305,28-09-2015,
1905,18-10-2015,
3732,6/12/2015,
2724,30-04-2015,
3245,19-03-2015,
2005,20-04-2015,
4643,10/8/2015,
2538,27-07-2015,
1173,7/2/2015,
1703,15-02-2015,
3347,24-01-2015,
1561,25-07-2015,
1632,27-08-2015,
2995,18-02-2015,
1318,26-09-2015,
1133,26-02-2015,
2357,3/8/2015,
4007,13-03-2015,
2383,2/1/2015,
3128,30-08-2015,
1372,25-04-2015,
1839,16-08-2015,
3567,17-02-2015,
3573,3/4/2015,
3765,12/6/2015,
2875,12/3/2015,
3737,21-11-2015,
3535,28-02-2015,
4288,13-11-2015,
1334,7/3/2015,
2046,28-02-2015,
1922,7/10/2015,
2184,19-09-2015,
2632,23-09-2015,
2108,1/10/2015,
2547,24-11-2015,
4720,12/2/2015,
4008,19-05-2015,
1438,28-11-2015,
3027,14-09-2015,
1342,7/1/2015,
4952,26-08-2015,
1218,20-08-2015,
4804,19-11-2015,
3319,17-11-2015,
2459,22-09-2015,
1123,31-01-2015,
1827,1/7/2015,
4769,20-09-2015,
3769,27-02-2015,
4713,28-01-2015,
1741,20-12-2015,
4238,12/12/2015,
4051,28-01-2015,
4960,19-08-2015,
4602,26-08-2015,
3549,12/2/2015,
2746,29-05-2015,
2444,17-06-2015,
3196,4/11/2015,
4672,5/11/2015,
3308,8/3/2015,
3328,16-08-2015,
4923,23-09-2015,
2981,11/5/2015,
3615,2/9/2015,
1620,22-03-2015,
2583,15-02-2015,
1362,6/10/2015,
2462,8/1/2015,
3198,23-06-2015,
3296,22-05-2015,
3447,3/9/2015,
4001,30-03-2015,
2082,21-06-2015,
1679,8/12/2015,
3605,5/4/2015,
3762,4/1/2015,
2375,3/9/2015,
1617,30-03-2015,
3399,9/4/2015,
1570,15-03-2015,
1583,24-03-2015,
3348,5/12/2015,
1427,10/1/2015,
3041,27-08-2015,
1661,8/11/2015,
1076,12/6/2015,
3545,29-09-2015,
3593,10/9/2015,
3891,16-02-2015,
2115,18-11-2015,
2480,26-03-2015,
1532,20-06-2015,
2530,13-06-2015,
1803,12/5/2015,
2604,20-09-2015,
3595,21-03-2015,
1442,30-03-2015,
1515,9/11/2015,
2899,24-11-2015,
1845,7/8/2015,
4334,28-04-2015,
3885,13-04-2015,
1474,2/6/2015,
4783,21-02-2015,
1379,6/2/2015,
4217,17-06-2015,
4281,14-09-2015,
2690,1/5/2015,
2543,23-05-2015,
2300,28-04-2015,
4302,5/4/2015,
1930,15-11-2015,
2834,2/12/2015,
2307,26-05-2015,
3894,25-01-2015,
1467,20-08-2015,
3952,30-10-2015,
3016,1/12/2015,
2118,18-07-2015,
1940,14-02-2015,
1430,4/9/2015,
2738,11/4/2015,
1565,30-11-2015,
4755,27-12-2015,
1410,8/11/2015,
3829,2/8/2015,
3086,4/4/2015,
4780,9/6/2015,
4085,29-09-2015,
3236,26-01-2015,
2040,31-05-2015,
2370,4/2/2015,
4249,27-02-2015,
2836,14-08-2015,
1220,1/1/2015,
3520,2/1/2015,
2566,31-01-2015,
2655,5/1/2015,
4147,18-04-2015,
3364,30-08-2015,
2370,14-01-2015,
3809,8/2/2015,
3744,6/11/2015,
1588,19-01-2015,
4304,1/2/2015,
2240,20-09-2015,
3175,5/6/2015,
1231,27-10-2015,
3599,11/6/2015,
3738,1/4/2015,
1593,8/8/2015,
1319,10/1/2015,
2105,21-01-2015,
2056,3/7/2015,
3139,21-04-2015,
1098,19-01-2015,
2601,22-10-2015,
2694,19-06-2015,
4524,26-12-2015,
1165,13-04-2015,
3705,7/9/2015,
1634,28-05-2015,
2030,4/9/2015,
4989,19-06-2015,
1715,4/7/2015,
4552,13-08-2015,
1303,29-03-2015,
1430,9/2/2015,
4559,12/5/2015,
3848,18-11-2015,
2162,19-06-2015,
3719,17-12-2015,
3153,28-04-2015,
4462,2/4/2015,
2420,27-09-2015,
3971,17-06-2015,
1611,26-02-2015,
1225,26-02-2015,
1554,21-05-2015,
4624,27-11-2015,
3337,10/6/2015,
2265,25-09-2015,
4999,24-01-2015,
4102,3/11/2015,
3853,4/7/2015,
2265,13-06-2015,
2452,11/8/2015,
2829,19-12-2015,
3926,20-08-2015,
3960,21-10-2015,
3980,16-09-2015,
1116,29-01-2015,
2663,21-10-2015,
2164,24-11-2015,
3950,12/5/2015,
1252,13-04-2015,
4804,27-12-2015,
4041,7/9/2015,
1894,4/8/2015,
4977,20-08-2015,
2171,3/9/2015,
3417,15-12-2015,
1175,10/6/2015,
4946,17-02-2015,
4662,27-06-2015,
2869,10/12/2015,
4053,22-03-2015,
4574,30-11-2015,
1110,15-11-2015,
4700,4/3/2015,
2565,29-04-2015,
2468,13-03-2015,
4836,13-11-2015,
3504,22-09-2015,
1333,3/4/2015,
4039,27-12-2015,
2077,15-05-2015,
3519,13-12-2015,
2989,30-01-2015,
3737,5/5/2015,
3558,19-09-2015,
3036,13-07-2015,
3180,3/7/2015,
2978,9/5/2015,
3985,23-10-2015,
4903,8/12/2015,
2835,9/10/2015,
3783,22-06-2015,
1486,14-12-2015,
4589,8/10/2015,
1132,19-02-2015,
4827,27-11-2015,
3361,28-06-2015,
4681,11/9/2015,
4197,26-10-2015,
3701,22-01-2015,
4195,1/10/2015,
3429,1/4/2015,
2430,20-01-2015,
4330,8/4/2015,
1783,18-03-2015,
4025,4/11/2015,
3399,19-07-2015,
4766,3/1/2015,
3562,13-08-2015,
2447,21-01-2015,
1396,22-07-2015,
4633,26-04-2015,
4695,5/1/2015,
1706,14-08-2015,
3872,23-11-2015,
1444,14-10-2015,
4753,8/11/2015,
4580,29-11-2015,
2516,3/4/2015,
2415,8/8/2015,
3925,25-03-2015,
4996,24-11-2015,
4569,27-07-2015,
3509,11/4/2015,
2252,8/10/2015,
1634,9/2/2015,
4112,27-04-2015,
4042,8/8/2015,
4473,26-06-2015,
3878,30-04-2015,
2266,30-09-2015,
3304,30-11-2015,
3757,4/2/2015,
3440,21-12-2015,
4328,4/2/2015,
3737,6/12/2015,
3948,15-06-2015,
3682,5/3/2015,
2827,31-10-2015,
2650,5/10/2015,
1360,16-12-2015,
3679,23-12-2015,
4137,7/3/2015,
4235,19-12-2015,
3193,31-01-2015,
1332,2/12/2015,
4821,28-11-2015,
1837,9/7/2015,
3665,23-09-2015,
2659,8/5/2015,
1322,9/1/2015,
1599,29-05-2015,
2933,6/4/2015,
3963,21-02-2015,
4178,3/6/2015,
1052,27-10-2015,
4693,18-08-2015,
1329,2/2/2015,
3128,13-06-2015,
1175,30-06-2015,
2211,31-03-2015,
2093,12/6/2015,
4284,14-10-2015,
4449,30-03-2015,
4269,1/4/2015,
1962,5/4/2015,
2250,4/10/2015,
1743,13-11-2015,
1583,28-07-2015,
4295,26-10-2015,
1183,29-06-2015,
2729,21-03-2015,
4035,3/8/2015,
1608,6/8/2015,
1793,3/7/2015,
2210,9/7/2015,
1885,3/7/2015,
1078,28-10-2015,
1016,30-09-2015,
3077,29-05-2015,
3551,1/5/2015,
1158,17-10-2015,
2443,20-06-2015,
1395,15-01-2015,
2454,10/11/2015,
3472,30-04-2015,
3547,28-11-2015,
1038,21-02-2015,
3915,11/9/2015,
2719,19-04-2015,
2234,23-12-2015,
1565,14-12-2015,
1328,24-03-2015,
3398,18-01-2015,
3687,12/2/2015,
1572,23-05-2015,
3434,10/6/2015,
3438,27-12-2015,
1140,1/5/2015,
1051,12/10/2015,
3071,26-03-2015,
3872,28-03-2015,
4215,30-06-2015,
3806,15-03-2015,
1869,16-05-2015,
1668,5/5/2015,
1163,14-12-2015,
1664,1/10/2014,
3942,16-12-2014,
2638,10/10/2014,
4735,10/10/2014,
3745,9/12/2014,
1817,15-11-2014,
2864,16-10-2014,
1748,14-08-2014,
3360,30-08-2014,
1849,6/10/2014,
3438,11/6/2014,
4594,28-05-2014,
1632,16-02-2014,
4297,29-08-2014,
4539,14-04-2014,
4762,25-06-2014,
4153,14-02-2014,
1500,20-06-2014,
1895,22-07-2014,
1466,3/2/2014,
2233,24-04-2014,
3057,28-01-2014,
3308,21-08-2014,
3241,8/1/2014,
1947,27-02-2014,
2589,4/10/2014,
3127,25-02-2014,
2138,13-05-2014,
2495,31-01-2014,
3590,29-03-2014,
4037,5/5/2014,
4968,4/3/2014,
1612,8/10/2014,
4741,10/12/2014,
2899,8/1/2014,
4206,18-09-2014,
3705,17-08-2014,
2832,29-07-2014,
4054,5/10/2014,
1595,17-07-2014,
4821,2/9/2014,
1336,23-01-2014,
2446,19-01-2014,
1033,21-04-2014,
1447,5/6/2014,
1185,14-08-2014,
1410,6/1/2014,
4588,28-07-2014,
2732,31-01-2014,
1473,10/10/2014,
2029,21-10-2014,
2799,31-07-2014,
4579,19-01-2014,
1041,13-06-2014,
1877,30-09-2014,
4191,14-03-2014,
3649,7/11/2014,
2706,24-02-2014,
3821,26-02-2014,
3917,14-02-2014,
4464,27-07-2014,
1935,30-06-2014,
1783,22-07-2014,
3817,23-08-2014,
4162,15-04-2014,
1653,18-07-2014,
1686,12/4/2014,
2549,5/9/2014,
1380,22-04-2014,
3315,27-12-2014,
4931,23-02-2014,
4849,14-04-2014,
2984,7/7/2014,
1262,12/7/2014,
2561,27-11-2014,
2755,2/1/2014,
1747,7/1/2014,
1913,31-08-2014,
3090,3/10/2014,
4369,27-10-2014,
4872,20-10-2014,
3918,4/5/2014,
1758,21-09-2014,
2328,22-01-2014,
3570,5/6/2014,
4753,11/10/2014,
1815,4/12/2014,
4372,11/9/2014,
1287,8/7/2014,
4938,5/1/2014,
4164,8/9/2014,
4410,24-05-2014,
2609,4/6/2014,
2293,31-03-2014,
4049,6/7/2014,
2240,2/10/2014,
3197,1/3/2014,
1223,5/9/2014,
2186,12/4/2014,
4137,15-12-2014,
3284,25-03-2014,
3190,13-04-2014,
3059,15-06-2014,
2441,28-08-2014,
3645,22-08-2014,
2246,21-01-2014,
4431,12/6/2014,
3047,16-08-2014,
1866,29-08-2014,
3138,13-10-2014,
2078,14-05-2014,
3142,6/5/2014,
4262,3/6/2014,
4872,13-02-2014,
1985,18-05-2014,
2458,20-11-2014,
2540,29-01-2014,
3194,26-07-2014,
3071,18-04-2014,
4181,7/9/2014,
2033,29-11-2014,
3306,11/12/2014,
1658,9/8/2014,
3884,12/10/2014,
1215,30-07-2014,
2477,30-09-2014,
3971,4/2/2014,
3644,20-02-2014,
3370,24-11-2014,
3295,7/6/2014,
4325,11/12/2014,
3089,27-10-2014,
4758,1/4/2014,
3748,16-02-2014,
1249,11/10/2014,
4056,16-06-2014,
4673,23-06-2014,
4589,24-01-2014,
1995,4/11/2014,
2663,30-03-2014,
4713,27-06-2014,
3353,24-01-2014,
1043,16-06-2014,
3227,1/3/2014,
3210,21-12-2014,
4696,8/9/2014,
4573,24-03-2014,
4409,6/5/2014,
2994,12/7/2014,
4233,18-01-2014,
2353,18-01-2014,
4561,25-02-2014,
1182,16-11-2014,
1223,18-11-2014,
3837,1/12/2014,
1268,30-01-2014,
1649,24-11-2014,
1113,7/1/2014,
3248,25-10-2014,
3803,17-06-2014,
2389,13-10-2014,
4266,29-11-2014,
2719,16-02-2014,
1679,19-08-2014,
3861,18-03-2014,
3402,26-12-2014,
3559,12/11/2014,
4958,10/5/2014,
4780,9/3/2014,
4162,16-02-2014,
3813,25-12-2014,
4624,22-04-2014,
2004,14-09-2014,
3978,6/9/2014,
4124,27-07-2014,
4280,1/3/2014,
3279,26-11-2014,
4649,10/9/2014,
2293,26-08-2014,
3030,2/5/2014,
4856,8/7/2014,
3917,30-05-2014,
1486,30-11-2014,
2334,2/3/2014,
2097,14-03-2014,
4169,4/4/2014,
4821,20-04-2014,
1487,9/4/2014,
3308,12/4/2014,
2611,26-04-2014,
3203,4/3/2014,
4166,7/12/2014,
1010,5/3/2014,
4890,30-11-2014,
3763,4/2/2014,
1867,22-02-2014,
1532,11/10/2014,
2923,11/3/2014,
3489,11/1/2014,
4370,27-05-2014,
1086,26-09-2014,
4156,13-12-2014,
2310,21-03-2014,
1073,5/6/2014,
4818,7/1/2014,
2724,23-04-2014,
2570,29-07-2014,
4495,25-05-2014,
1423,26-02-2014,
3119,28-06-2015,
4015,27-03-2015,
2869,29-04-2015,
4814,12/2/2015,
2978,25-11-2015,
4789,9/4/2015,
2151,3/8/2015,
2390,21-08-2015,
3634,2/12/2015,
3394,13-12-2015,
1874,8/6/2015,
4671,1/8/2015,
3647,3/3/2015,
1275,17-02-2015,
3306,28-09-2015,
1087,19-03-2015,
3210,23-12-2015,
1136,3/1/2015,
3050,21-06-2015,
4406,1/2/2015,
4277,9/8/2015,
2500,6/12/2015,
4704,19-08-2015,
4470,23-12-2015,
4747,24-08-2015,
2550,20-04-2015,
4783,10/10/2015,
2117,7/11/2015,
4510,3/9/2015,
4258,11/12/2015,
3535,18-01-2015,
3095,16-08-2015,
4625,7/4/2015,
2014,23-06-2015,
1677,9/12/2015,
4743,4/7/2015,
4212,31-03-2015,
1087,14-08-2015,
3682,12/10/2015,
2406,10/3/2015,
3915,21-01-2015,
1901,4/5/2015,
4992,23-05-2015,
4308,7/4/2015,
1566,5/6/2015,
2839,31-10-2015,
4666,19-10-2015,
2325,16-04-2015,
4238,8/3/2015,
1983,20-05-2015,
4798,21-11-2015,
3703,16-06-2015,
1456,19-07-2015,
3309,2/9/2015,
1983,9/8/2015,
2676,7/4/2015,
1017,30-09-2015,
3793,7/8/2015,
1609,3/5/2015,
3459,23-01-2015,
1192,9/1/2015,
3044,5/1/2015,
3661,27-11-2015,
1188,9/1/2015,
1865,2/8/2015,
1692,28-06-2015,
3577,12/5/2015,
4951,13-03-2015,
1714,2/8/2015,
1610,26-05-2015,
4652,8/4/2015,
4020,11/4/2015,
2633,27-11-2015,
4305,24-07-2015,
2416,15-02-2015,
3124,9/4/2015,
1422,31-05-2015,
2101,7/1/2015,
2876,30-10-2015,
2684,11/1/2015,
2377,16-04-2015,
2394,17-02-2015,
4320,13-01-2015,
1009,5/10/2015,
1460,13-01-2015,
1821,20-04-2015,
3182,15-10-2015,
1526,26-11-2015,
2070,16-07-2015,
2534,18-05-2015,
3794,28-04-2015,
1405,28-02-2015,
4544,7/1/2015,
2494,10/6/2015,
3322,2/2/2015,
3655,16-02-2015,
2918,8/4/2015,
2584,31-03-2015,
2212,16-04-2015,
3176,1/8/2015,
4564,13-06-2015,
4556,17-08-2015,
4573,10/10/2015,
2781,10/4/2015,
3316,3/1/2015,
1827,2/5/2015,
4889,3/2/2015,
3548,1/6/2015,
2736,17-07-2015,
4927,19-10-2015,
3214,22-12-2015,
3275,18-06-2015,
2909,8/5/2015,
4226,6/12/2015,
1622,11/3/2015,
1395,12/10/2015,
2938,6/6/2015,
3674,13-08-2015,
2063,8/11/2015,
4214,7/10/2015,
3042,16-01-2015,
3877,17-09-2015,
2168,25-11-2015,
1503,12/5/2015,
2769,23-04-2015,
4933,27-02-2015,
3082,22-05-2015,
1422,1/1/2015,
3139,26-02-2015,
2200,8/3/2015,
4670,31-08-2015,
2053,21-09-2015,
4847,3/2/2015,
1185,24-08-2015,
4656,25-12-2015,
2741,11/9/2015,
2654,17-08-2015,
2010,19-12-2015,
1500,26-09-2014,
3855,15-07-2014,
2037,5/5/2014,
4907,1/2/2014,
2055,14-12-2014,
1133,21-03-2014,
3099,16-12-2014,
4261,13-06-2014,
2276,25-07-2014,
2584,2/4/2014,
1544,1/5/2014,
4416,3/9/2014,
3727,2/5/2014,
1059,14-06-2014,
1999,30-04-2014,
2584,19-06-2014,
3528,7/9/2014,
3782,25-04-2014,
4453,20-03-2014,
1881,15-02-2014,
4122,20-10-2014,
4874,21-02-2014,
1410,7/2/2014,
3357,19-05-2014,
1554,27-10-2014,
1652,5/5/2014,
4251,1/7/2014,
4316,3/5/2014,
1491,4/8/2014,
1522,11/10/2014,
1927,20-06-2014,
3668,24-10-2014,
4385,5/8/2014,
3005,26-11-2014,
2132,24-01-2014,
2484,16-07-2014,
2264,22-07-2014,
3045,16-08-2014,
4297,30-05-2014,
1050,30-05-2014,
3718,7/7/2014,
1423,13-10-2014,
1071,26-09-2014,
1399,5/4/2014,
2892,19-08-2014,
2396,19-08-2014,
3663,2/1/2014,
4139,25-03-2014,
4044,8/7/2014,
3639,20-01-2014,
1753,3/10/2014,
1835,8/7/2014,
1783,14-02-2014,
3863,1/9/2014,
1229,3/9/2014,
2470,1/5/2014,
1828,6/1/2014,
3360,12/4/2014,
4690,6/3/2014,
4814,8/1/2014,
3099,10/2/2014,
3961,23-06-2014,
1948,2/11/2014,
4414,15-10-2014,
2906,13-11-2014,
2017,7/10/2014,
2086,18-06-2014,
3082,10/11/2014,
4574,1/5/2014,
3696,5/4/2014,
1653,23-04-2014,
2930,3/4/2014,
3602,7/10/2014,
1103,28-07-2014,
3223,6/8/2014,
4788,9/9/2014,
3358,22-10-2014,
4133,2/2/2014,
4160,10/7/2014,
2080,23-07-2014,
1877,22-06-2014,
2243,1/10/2014,
2738,16-01-2014,
3869,12/8/2014,
2924,26-05-2014,
4613,4/10/2014,
3421,18-10-2014,
4764,28-08-2014,
4800,27-10-2014,
1288,20-08-2014,
2194,6/6/2014,
2072,12/8/2014,
2950,3/2/2014,
1681,6/7/2014,
3957,20-07-2014,
1004,13-10-2014,
4048,12/4/2014,
2309,17-04-2014,
3238,6/2/2014,
3613,20-10-2014,
1716,11/8/2014,
3669,25-06-2014,
4806,13-09-2014,
1434,13-11-2014,
3977,1/2/2014,
4086,14-01-2014,
3357,22-06-2014,
2159,8/10/2014,
2984,25-09-2014,
1351,15-01-2014,
1359,29-05-2014,
3636,10/8/2014,
3783,11/4/2014,
2807,2/6/2014,
3960,15-02-2014,
4233,23-06-2014,
3683,5/10/2014,
4838,7/9/2014,
2779,21-01-2014,
4297,2/3/2014,
1258,9/8/2014,
2755,25-11-2014,
2340,17-01-2014,
1690,9/5/2014,
2592,8/9/2014,
2952,12/1/2014,
3246,25-12-2014,
1900,15-03-2014,
3414,22-05-2014,
1153,10/8/2014,
1751,4/9/2014,
2499,1/11/2014,
2355,19-02-2014,
3660,21-09-2014,
2760,20-06-2014,
1028,24-04-2014,
4657,3/4/2014,
1569,9/3/2014,
3737,6/7/2014,
3462,1/10/2014,
2921,18-11-2014,
1111,3/3/2014,
1261,6/10/2014,
1572,31-03-2014,
1811,2/6/2014,
3287,12/11/2014,
1020,19-07-2014,
2374,16-09-2014,
2252,10/3/2014,
3289,21-03-2014,
1312,12/11/2014,
1045,12/1/2014,
1275,18-01-2014,
4241,2/10/2014,
1116,22-06-2014,
1356,17-08-2014,
2354,6/1/2014,
4045,30-07-2014,
3189,16-04-2014,
3515,31-05-2014,
1169,25-01-2014,
2299,4/8/2014,
3539,7/11/2014,
2389,6/6/2014,
1487,2/11/2014,
4698,20-01-2014,
3335,5/9/2014,
1065,14-01-2014,
4763,27-02-2014,
2879,27-06-2014,
1451,28-08-2014,
1947,7/1/2014,
4364,13-04-2014,
4477,14-10-2014,
1150,6/9/2014,
2873,23-05-2014,
3040,11/10/2014,
4862,8/6/2014,
2795,27-06-2014,
2254,30-01-2014,
2066,29-12-2014,
3180,9/11/2014,
1205,12/8/2014,
4040,14-11-2014,
4760,16-10-2014,
2357,5/6/2014,
1507,24-05-2014,
1870,10/6/2014,
3900,5/8/2014,
3627,6/7/2014,
2098,2/8/2014,
2242,27-04-2014,
3444,7/1/2014,
2437,24-06-2014,
2267,10/6/2014,
3930,31-05-2014,
1964,18-03-2014,
4362,14-01-2014,
2339,20-05-2014,
1663,24-02-2014,
2384,14-01-2014,
3013,19-04-2014,
3765,1/4/2014,
1446,7/5/2014,
2135,15-02-2014,
4872,1/6/2014,
4817,14-05-2014,
2571,7/7/2014,
